ticker,company,sector_etf,active_from,active_to,delisting_return_pct,universe_source,demo_revenue_growth,demo_net_margin,demo_liab_assets,demo_fcf_margin
H068,Historical Demo 068,XLE,2015-04-16,,,demo_historical,-6.882500654846334,10.138439490246967,0.8850974458353833,11.103542788219547
H069,Historical Demo 069,XLU,2014-04-16,,,demo_historical,17.737462699636502,10.497246066043623,0.4953348452113999,4.777421180943324
H070,Historical Demo 070,XLRE,2021-04-04,,,demo_historical,6.896410556885279,27.77730649144131,0.6202341926820808,8.994613967522724
H071,Historical Demo 071,XLK,2020-11-12,,,demo_historical,11.380673362403854,35.26753490658071,0.6182935749303159,-3.015189304727137
H072,Historical Demo 072,XLY,2013-05-16,,,demo_historical,20.018814272995318,9.219142650068708,0.7758409158553952,5.516035543113777
H073,Historical Demo 073,XLC,2020-02-11,,,demo_historical,-10.064457445176817,1.0380226347134744,0.8172416603165246,37.366677639397864
H074,Historical Demo 074,XLF,2018-11-20,,,demo_historical,0.37456918802516626,10.155232313094473,0.40848890270108285,9.164871664456639
H075,Historical Demo 075,XLV,2015-04-03,,,demo_historical,10.928683278115777,3.100923421692319,0.5035811798702041,7.136073222738845
H076,Historical Demo 076,XLI,2019-06-22,2023-01-15,-83.89927954421775,demo_historical,13.313042653321302,1.3483603952987622,0.703896396604234,16.388491349260633
H077,Historical Demo 077,XLP,2011-02-14,,,demo_historical,4.852181045587935,10.237548025012149,0.5446090166582697,18.497461860441547
H078,Historical Demo 078,XLE,2021-05-04,,,demo_historical,20.320971559676334,-2.562957604980097,0.4064115558963771,-3.3652263100648803
H079,Historical Demo 079,XLU,2014-12-16,2022-04-19,24.873386648427616,demo_historical,11.314344327126005,18.879387765015228,0.8161567955237568,7.514094606361059
H080,Historical Demo 080,XLRE,2015-09-20,,,demo_historical,-4.347203527106458,9.649097860606995,0.7290352134645838,21.019310091217182
H081,Historical Demo 081,XLK,2014-05-16,2021-07-25,-75.26107875381894,demo_historical,-1.238401535897097,14.250107989179384,0.7289083994977196,13.238051548865267
H082,Historical Demo 082,XLY,2021-06-15,,,demo_historical,17.860181665440848,8.62177953238127,0.5739286853686247,11.463448522021263
H083,Historical Demo 083,XLC,2011-10-14,,,demo_historical,14.102146021016658,1.5456921857186394,0.8146301523467714,28.6482120233048
H084,Historical Demo 084,XLF,2012-01-05,2023-02-27,8.920527374218299,demo_historical,-11.889673629072611,-1.3234742767350731,0.6116064005716608,1.8667268843242741
H085,Historical Demo 085,XLV,2018-01-18,2025-06-10,-37.54042674984493,demo_historical,23.824835342486494,7.915411943780967,0.8254296444516724,10.992950741291597
H086,Historical Demo 086,XLI,2016-08-21,,,demo_historical,15.578297342032762,3.8661156134384447,0.5041335758491805,3.7592960169391434
H087,Historical Demo 087,XLP,2013-03-22,,,demo_historical,23.77677286466148,14.040717331724483,0.5133383283705919,27.883698748914888
H088,Historical Demo 088,XLE,2014-09-11,,,demo_historical,4.779290308174076,10.942387858430688,0.6827461136956314,-13.422324791318388
H089,Historical Demo 089,XLU,2012-01-19,,,demo_historical,5.747231565344416,-6.709987722995482,0.5376268566724707,1.958299654194887
H090,Historical Demo 090,XLRE,2021-09-09,2024-07-17,-43.190507021334845,demo_historical,-3.3910279322645085,11.872576892568572,0.7580721704590129,3.6501164076649886
H091,Historical Demo 091,XLK,2020-03-07,,,demo_historical,36.906225271450765,-6.457185422829845,0.6916140390606487,17.96247547805908
H092,Historical Demo 092,XLY,2014-03-18,,,demo_historical,7.070003520521364,2.985790868249353,0.5023246051419042,17.275305713314324
H093,Historical Demo 093,XLC,2017-02-22,,,demo_historical,26.4628651129014,7.173403080167983,0.6616584961512161,26.742331122864776
H094,Historical Demo 094,XLF,2013-06-16,,,demo_historical,1.8797830347399254,-15.978552612847043,0.5937955698900214,-8.888394108047905
H095,Historical Demo 095,XLV,2015-12-16,,,demo_historical,10.802253115664108,12.189596822179757,0.7965332526683275,19.005700108365758
H096,Historical Demo 096,XLI,2022-02-19,,,demo_historical,-9.38487735227088,12.962783546286357,0.5487915226914873,6.480641628540326
H097,Historical Demo 097,XLP,2014-08-05,,,demo_historical,4.788461363565541,8.945685485479252,0.5797323047243392,2.0124971529018936
H098,Historical Demo 098,XLE,2013-08-19,,,demo_historical,19.821303992400303,5.483875457869276,0.8437979048602136,16.474822400470252
H099,Historical Demo 099,XLU,2013-06-04,,,demo_historical,-4.769181971319464,6.14315241859418,1.008174942278802,-1.041674992827783
H100,Historical Demo 100,XLRE,2015-06-01,,,demo_historical,20.79450299428073,-1.6950130919437374,0.9698413862764699,-14.92295954377187
INTC,Intel,XLK,2014-01-25,,,demo_historical,25.76881197999436,22.094689485290047,0.751929332994616,15.984588405767221
JPM,JPMorgan Chase,XLF,2014-08-23,,,demo_historical,11.10575485038702,0.8620882660968867,0.4077087607808596,-2.292987053454448
META,Meta Platforms,XLC,2011-10-08,,,demo_historical,8.264522867831143,10.35624860674747,0.6876943854417831,-1.716189645648397
MSFT,Microsoft,XLK,2011-03-12,,,demo_historical,9.7430561414172,-2.5713620247953255,0.5615821114376222,12.626256484818692
NFLX,Netflix,XLC,2014-04-05,,,demo_historical,5.55044112590212,4.26379404182134,0.7189022790532976,-0.6807235054501142
NKE,Nike,XLY,2013-02-09,,,demo_historical,6.410618128383999,22.47736493220939,0.6888859945904595,0.899481804257876
NOW,ServiceNow,XLK,2012-09-22,,,demo_historical,10.205538047979855,-5.763845444360001,0.3836637269129817,-7.240754174649215
NVDA,NVIDIA,XLK,2011-12-17,,,demo_historical,18.61023837917221,4.0301284427398,0.6729150229564272,11.402507169235582
ORCL,Oracle,XLK,2014-06-14,,,demo_historical,2.382661226641873,30.477921879843432,0.6830740424708238,5.659431691863857
PYPL,PayPal,XLF,2012-12-01,,,demo_historical,-8.523119666201698,10.373705727404339,0.7236725341032193,17.98515141006795
SHOP,Shopify,XLK,2013-06-29,,,demo_historical,18.730435358188657,11.045605969031486,0.7113300147892281,12.550704212054061
TSLA,Tesla,XLY,2013-11-16,,,demo_historical,15.347514220307652,-1.7028906827509669,0.6084863906717703,5.98116641543831
UBER,Uber,XLI,2013-09-07,,,demo_historical,0.5234145577865412,2.5505694675831574,0.545416894945144,17.429690549136517
